# Pozo_BF3_no condicional.dat
# 7
# X,
# Y,
# Z,
# Phit,
# Ip
# Den,
# Vp
6.088980000000000000e+05,6.079974000000000000e+06,3.190000000000000000e+03,2.625422333333333191e-01,2.428948744749467733e+04,2.330530888888889152e+00,1.036728466566519819e+04
6.088980000000000000e+05,6.079974000000000000e+06,3.191000000000000000e+03,1.639632940000000372e-01,3.122835191867203685e+04,2.519399700000000131e+00,1.237390668566203203e+04
6.088980000000000000e+05,6.079974000000000000e+06,3.192000000000000000e+03,1.824086290000000166e-01,3.013872973421093047e+04,2.530613600000000130e+00,1.190563023446131956e+04
6.088980000000000000e+05,6.079974000000000000e+06,3.194000000000000000e+03,1.926746979999999776e-01,3.088761789151150151e+04,2.514023200000000013e+00,1.228599326751642002e+04
6.088980000000000000e+05,6.079974000000000000e+06,3.195000000000000000e+03,1.492067019999999966e-01,3.203444737179582080e+04,2.504002900000000142e+00,1.276538117345974933e+04
6.088980000000000000e+05,6.079974000000000000e+06,3.196000000000000000e+03,1.199585290000000082e-01,3.564407238655956462e+04,2.519648000000000110e+00,1.409521548717611950e+04
6.088980000000000000e+05,6.079974000000000000e+06,3.198000000000000000e+03,1.636240320000000026e-01,2.988963104550212302e+04,2.385568999999999829e+00,1.252896606297286962e+04
6.088980000000000000e+05,6.079974000000000000e+06,3.199000000000000000e+03,1.692107999999999668e-01,3.105657223788427655e+04,2.438939799999999547e+00,1.273138445902584135e+04
6.088980000000000000e+05,6.079974000000000000e+06,3.200000000000000000e+03,1.793650819999999813e-01,2.928695612112599338e+04,2.388053699999999502e+00,1.226093381558739020e+04
6.088980000000000000e+05,6.079974000000000000e+06,3.201000000000000000e+03,1.333660390000000195e-01,3.284058559013534250e+04,2.448473299999999853e+00,1.334333677431699834e+04
6.088980000000000000e+05,6.079974000000000000e+06,3.202000000000000000e+03,9.236139299999998609e-02,4.063051391241046076e+04,2.588664799999999655e+00,1.562880993316584863e+04
6.088980000000000000e+05,6.079974000000000000e+06,3.203000000000000000e+03,1.534332850000000026e-01,2.714791041058478368e+04,2.284892600000000051e+00,1.187884714831600832e+04
6.088980000000000000e+05,6.079974000000000000e+06,3.204000000000000000e+03,1.797838750000000096e-01,2.714260797275780351e+04,2.288545899999999911e+00,1.185916661179793846e+04
6.088980000000000000e+05,6.079974000000000000e+06,3.205000000000000000e+03,1.298725250000000164e-01,3.137302376286459548e+04,2.395628299999999378e+00,1.305830858550432094e+04
6.088980000000000000e+05,6.079974000000000000e+06,3.206000000000000000e+03,9.077306999999999737e-02,3.845110445624370186e+04,2.517328599999999916e+00,1.521459127832497688e+04
6.088980000000000000e+05,6.079974000000000000e+06,3.207000000000000000e+03,1.817820830000000110e-01,2.998565121601065039e+04,2.495000899999999966e+00,1.202055886769743120e+04
6.088980000000000000e+05,6.079974000000000000e+06,3.208000000000000000e+03,2.025663900000000128e-01,3.064172184110509261e+04,2.524066000000000365e+00,1.213809608989369190e+04
6.088980000000000000e+05,6.079974000000000000e+06,3.209000000000000000e+03,1.770268549999999830e-01,3.023583394631733972e+04,2.475980600000000198e+00,1.221438968681943879e+04
6.088980000000000000e+05,6.079974000000000000e+06,3.211000000000000000e+03,1.543029080000000164e-01,2.876271809186455721e+04,2.361851099999999981e+00,1.217653028323404942e+04
6.088980000000000000e+05,6.079974000000000000e+06,3.212000000000000000e+03,1.533055889999999644e-01,2.968780004470419954e+04,2.386921799999999649e+00,1.243804658384572031e+04
6.088980000000000000e+05,6.079974000000000000e+06,3.213000000000000000e+03,1.299102240000000186e-01,2.784535273520960982e+04,2.293258400000000030e+00,1.213600373599357044e+04
6.088980000000000000e+05,6.079974000000000000e+06,3.214000000000000000e+03,1.466421470000000005e-01,2.776114090351069899e+04,2.302592700000000381e+00,1.205310738549306006e+04
6.088980000000000000e+05,6.079974000000000000e+06,3.215000000000000000e+03,1.548555390000000143e-01,2.941791757211319054e+04,2.395334600000000425e+00,1.227771233139182914e+04
6.088980000000000000e+05,6.079974000000000000e+06,3.216000000000000000e+03,1.085063559999999983e-01,2.595943471483746907e+04,2.231138200000000182e+00,1.163437052589271116e+04
6.088980000000000000e+05,6.079974000000000000e+06,3.217000000000000000e+03,1.360703500000000066e-01,2.720854812142096853e+04,2.304938700000000118e+00,1.180322249046274192e+04
