# Results/Pozo_Noruego_3.dat
# 6
# X
# Y
# Z
# Ip
# Rhob
# Vp
0.000000000000000000e+00,0.000000000000000000e+00,2.154000000000000000e+03,1.578303994965793572e+04,2.220614285714284986e+00,7.105296440342857750e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.155000000000000000e+03,1.665941770337693742e+04,2.231916666666666771e+00,7.463588384066667459e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.156000000000000000e+03,1.422097989076687918e+04,2.203728571428571037e+00,6.452779546571428909e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.157000000000000000e+03,1.356152533390317876e+04,2.140033333333333232e+00,6.336893247400000291e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.158000000000000000e+03,1.425287424686811210e+04,2.167014285714285560e+00,6.576982775142857463e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.159000000000000000e+03,1.479272062155164713e+04,2.174150000000000027e+00,6.803822396200000185e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.160000000000000000e+03,1.555017654138141370e+04,2.201714285714285957e+00,7.062481478342857372e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.161000000000000000e+03,1.578778581032723923e+04,2.189400000000000013e+00,7.210756698685714582e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.162000000000000000e+03,1.664676501377695240e+04,2.247333333333333183e+00,7.406583789066667123e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.163000000000000000e+03,1.625490623584876994e+04,2.210014285714286153e+00,7.355226144628570182e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.164000000000000000e+03,1.669631568191988117e+04,2.214499999999999691e+00,7.539184405733332824e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.165000000000000000e+03,1.751375465914654342e+04,2.250157142857142745e+00,7.783300774000000274e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.166000000000000000e+03,1.835000803470680330e+04,2.323399999999999910e+00,7.896560838866668746e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.167000000000000000e+03,1.812566221434813269e+04,2.327728571428571591e+00,7.781397886799998560e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.168000000000000000e+03,1.745179008000144313e+04,2.292616666666666969e+00,7.610537207666667200e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.169000000000000000e+03,1.690115372231421497e+04,2.279228571428571826e+00,7.414928058799999235e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.170000000000000000e+03,1.514926731923473199e+04,2.224899999999999878e+00,6.802657698000000892e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.171000000000000000e+03,1.554667913867919378e+04,2.261283333333333534e+00,6.871117892666666194e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.172000000000000000e+03,1.884617219569091685e+04,2.432600000000000318e+00,7.749686224742856211e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.173000000000000000e+03,1.684983919623770271e+04,2.292533333333333090e+00,7.330851065733334508e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.174000000000000000e+03,1.576630495709017305e+04,2.206414285714285661e+00,7.145936674114285779e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.175000000000000000e+03,1.825569992090591040e+04,2.345250000000000057e+00,7.771440537399998902e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.176000000000000000e+03,1.606695537494120435e+04,2.240985714285713915e+00,7.170388305942856277e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.177000000000000000e+03,1.688571470700951977e+04,2.218699999999999672e+00,7.609678721200000837e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.178000000000000000e+03,1.676369133915026396e+04,2.214549999999999574e+00,7.569537643800001206e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.179000000000000000e+03,1.609340578682999148e+04,2.202628571428571824e+00,7.305357376628571728e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.180000000000000000e+03,1.810273810061305994e+04,2.175416666666666554e+00,8.315874063133333038e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.181000000000000000e+03,1.923531086299899471e+04,2.242771428571428416e+00,8.576650068228571399e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.182000000000000000e+03,1.861766594462793728e+04,2.221049999999999969e+00,8.380872971599999801e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.183000000000000000e+03,1.933173430252998878e+04,2.212671428571428400e+00,8.741268558685715107e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.184000000000000000e+03,1.959297750634971089e+04,2.188316666666666688e+00,8.953352211266666927e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.185000000000000000e+03,1.905227433623818797e+04,2.229928571428571704e+00,8.542730869542856453e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.186000000000000000e+03,1.843539409105745290e+04,2.228514285714285670e+00,8.273284854171428378e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.187000000000000000e+03,1.878387157986777311e+04,2.223683333333333678e+00,8.448228616800000964e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.188000000000000000e+03,1.888784911162899880e+04,2.219971428571428707e+00,8.508169563600002220e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.189000000000000000e+03,1.818240220257175679e+04,2.206216666666666271e+00,8.240737359066666613e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.190000000000000000e+03,1.875365209289899940e+04,2.215771428571428725e+00,8.463606382571428185e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.191000000000000000e+03,1.944566654581774128e+04,2.181316666666666571e+00,8.914594554733334007e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.192000000000000000e+03,1.859194334334861924e+04,2.185885714285714432e+00,8.503440467085714772e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.193000000000000000e+03,1.760190084728780494e+04,2.210014285714285709e+00,7.963507941371428387e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.194000000000000000e+03,1.970679714308468101e+04,2.260633333333333272e+00,8.716475563266665631e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.195000000000000000e+03,1.810141462967644475e+04,2.248271428571428476e+00,8.045692983371428454e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.196000000000000000e+03,1.840281949199606970e+04,2.305933333333333390e+00,7.976553186133332929e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.197000000000000000e+03,1.805702600667745719e+04,2.226114285714285934e+00,8.108342966628571048e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.198000000000000000e+03,2.238624954947457081e+04,2.387316666666666531e+00,9.331578382599998804e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.199000000000000000e+03,1.873107442532237110e+04,2.280242857142857016e+00,8.211614435999999841e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.200000000000000000e+03,1.884590674152043721e+04,2.166683333333333294e+00,8.698578581066665720e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.201000000000000000e+03,1.691601951675317468e+04,2.159485714285714231e+00,7.816437257999999019e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.202000000000000000e+03,1.771428677280016564e+04,2.252999999999999670e+00,7.859486565714286371e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.203000000000000000e+03,1.742048046613864790e+04,2.221283333333333054e+00,7.843362018266666382e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.204000000000000000e+03,2.101685943378807497e+04,2.241342857142857081e+00,9.374287889028570135e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.205000000000000000e+03,1.976484911563350761e+04,2.233816666666666784e+00,8.845428979466667442e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.206000000000000000e+03,2.116655400550743434e+04,2.270485714285714440e+00,9.321555416400000468e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.207000000000000000e+03,2.098026110334559053e+04,2.281099999999999905e+00,9.197906024866666485e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.208000000000000000e+03,2.055429142123561542e+04,2.210614285714285643e+00,9.297820882457144762e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.209000000000000000e+03,2.075566581947437589e+04,2.226966666666666317e+00,9.322151435666666657e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.210000000000000000e+03,1.954512608804244155e+04,2.249342857142857088e+00,8.687476843428570646e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.211000000000000000e+03,1.982517955500940297e+04,2.225600000000000023e+00,8.906796310514286233e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.212000000000000000e+03,2.143240023253407344e+04,2.192966666666666953e+00,9.771943663533333165e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.213000000000000000e+03,2.159167415221963893e+04,2.176400000000000112e+00,9.920786781657141546e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.214000000000000000e+03,2.105531882447009048e+04,2.186283333333333356e+00,9.630643352799999775e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.215000000000000000e+03,2.010974929696152321e+04,2.179814285714285482e+00,9.225014355942856128e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.216000000000000000e+03,1.999232097822756623e+04,2.174883333333333724e+00,9.192153618733334952e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.217000000000000000e+03,2.167098645650116305e+04,2.213499999999999801e+00,9.787575303828571123e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.218000000000000000e+03,2.069882180737540330e+04,2.182814285714285596e+00,9.482850884628571293e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.219000000000000000e+03,1.900906149028907748e+04,2.216266666666666385e+00,8.579413004200001524e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.220000000000000000e+03,2.008914418897182986e+04,2.182257142857142451e+00,9.205868311085712776e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.221000000000000000e+03,2.035702122229080123e+04,2.185799999999999965e+00,9.313331444133333207e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.222000000000000000e+03,2.034563092618202791e+04,2.196514285714285641e+00,9.262640903828569208e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.223000000000000000e+03,1.930605276400976800e+04,2.213816666666666766e+00,8.720784399799998937e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.224000000000000000e+03,1.748841751594730158e+04,2.225142857142857089e+00,7.857733659771429302e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.225000000000000000e+03,1.922809585042590697e+04,2.183133333333333592e+00,8.811122329199999513e+03
0.000000000000000000e+00,0.000000000000000000e+00,2.226000000000000000e+03,2.069027208034890282e+04,2.175728571428571456e+00,9.509828763257142782e+03
